CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	LIPID SPECIES LEVEL	LIPID MOLECULAR SPECIES LEVEL	LIPID SN POSITION LEVEL	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM
100001314	400	33364	156009	Peptide	Gamma-glutamyl Amino Acid	661	NAMED	GWNXFCYUJXASDX-JUZNGCLZSA-N	CC(O)[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O	gamma-glutamylthreonine	gamma-glutamylthreonine				5652-48-2	21403107	HMDB0029159		76078708	Pos Early
100001315	209	36103	143727	Xenobiotics	Benzoate Metabolism	4587	NAMED	WGNAKZGUSRVWRH-UHFFFAOYSA-N	O=S(OC1=CC=C(C)C=C1)(O)=O	p-cresol sulfate	p-cresol sulfate				3233-57-7	3806480	HMDB0011635		4615423	Neg
100001320	305	42420	148204	Carbohydrate	Aminosugar Metabolism	1450	NAMED	JPIJQSOTBSSVTP-PWNYCUMCSA-N	OC[C@@H](O)[C@@H](O)C(O)=O	erythronate*	erythronate*				88759-55-1	2061231	HMDB0000613		2781043	Polar
100001335	209	33587	143715	Lipid	Long Chain Monounsaturated Fatty Acid	1566	NAMED	BITHHVVYSMSWAG-KTKRTIGZSA-N	O=C(O)CCCCCCCCC/C=C\CCCCCCCC	eicosenoate (20:1)	eicosenoate (20:1n9 or 1n11)					4445895	"HMDB0002231,HMDB0062436"	C16526	"5282768,5282769,94159"	Neg
100001337	209	34035	143703	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1592	NAMED	DTOSIQBPPRVQHS-PDBXOOCHSA-N	O=C(O)CCCCCCC/C=C\C/C=C\C/C=C\CC	linolenate [alpha or gamma; (18:3n3 or 6)]	linolenate (18:3n3 or 3n6)					4444437	"HMDB0003073,HMDB0001388"	"C06426,C06427"	"5280933,5280934"	Neg
100001359	209	46173	144239	Energy	TCA Cycle	1460	NAMED			aconitate [cis or trans]	aconitate [cis or trans]						"HMDB0000958,HMDB000072"	"C004174,C02341"	"444212,643757"	Neg
100001383	402	45453	159645	Lipid	Lysophospholipid	2618	NAMED	VXUOFDJKYGDUJI-OAQYLSRUSA-N	CCCCCCCCCCCCCC(OC[C@](O)([H])COP(OCC[N+](C)(C)C)([O-])=O)=O	1-myristoyl-GPC (14:0)	1-myristoyl-GPC (14:0)	LPC 14:0	LPC 14:0	LPC 14:0/0:0	20559-16-4	405289	HMDB0010379	C04230	460604	Pos Late
100001391	402	34409	158657	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	1889	NAMED	FNPHNLNTJNMAEE-HSZRJFAPSA-N	[O-]C(C[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O	stearoylcarnitine (C18)	stearoylcarnitine (C18)				18822-91-8	21233653	HMDB0000848		3006797	Pos Late
100001392	402	34534	158670	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)"	1884	NAMED	FUJLYHJROOYKRA-UHFFFAOYSA-N	[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCC)=O)=O	laurylcarnitine (C12)	laurylcarnitine (C12)				25518-54-1	8602997	HMDB000225		168381	Pos Late
100001393	400	34407	156109	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	360	NAMED	IGQBPDJNUXPEMT-UHFFFAOYSA-N	[O-]C(CC(C[N+](C)(C)C)OC(CC(C)C)=O)=O	isovalerylcarnitine (C5)	isovalerylcarnitine (C5)				31023-24-2	4932271	HMDB0000688	C20826	169235	Pos Early
100001395	402	34419	158662	Lipid	Lysophospholipid	2639	NAMED	SPJFYYJXNPEZDW-UTJQPWESSA-N	O=P(OCC(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)([O-])OCC[N+](C)(C)C	1-linoleoyl-GPC (18:2)	1-linoleoyl-GPC (18:2)	LPC 18:2	LPC 18:2	LPC 18:2/0:0		10160888	HMDB0010386	C04100	11988421	Pos Late
100001399	209	34400	126924	Xenobiotics	Xanthine Metabolism	4632	NAMED	NOFNCLGCUJJPKU-UHFFFAOYSA-N	CN1C(NC(N2)=C(C1=O)N(C)C2=O)=O	"1,7-dimethylurate"	"1,7-dimethylurate"				33868-03-0	82720	HMDB0011103	C16356	91611	Neg
100001400	400	34395	156098	Xenobiotics	Xanthine Metabolism	4629	NAMED	QFDRTQONISXGJA-UHFFFAOYSA-N	CN1C(NC(N2)=C(C1=O)NC2=O)=O	1-methylurate	1-methylurate				708-79-2	62926	HMDB0003099	C16359	69726	Pos Early
100001403	305	34424	165245	Xenobiotics	Xanthine Metabolism	4638	NAMED	POQOTWQIYYNXAT-UHFFFAOYSA-N	O=C(NC(N)=C1NC(C)=O)N(C)C1=O	5-acetylamino-6-amino-3-methyluracil	5-acetylamino-6-amino-3-methyluracil				1196153-01-1	79659	HMDB0004400	C16366	88299	Polar
100001408	209	34383	126898	Lipid	Monoacylglycerol	2894	NAMED	TVIMZSOUQXNWHO-UHFFFAOYSA-N	O=C(CCCCCCCCCCCCC)OC(CO)CO	2-myristoylglycerol (14:0)	2-myristoylglycerol (14:0)	MG 14:0	MG 14:0	MG 0:0/14:0/0:0	27214-38-6	121585	HMDB0011530		137938	Neg
100001409	400	48351	179271	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	4159	NAMED	WJNGQIYEQLPJMN-UHFFFAOYSA-N	OC(C1O)C(OC1CO)N(C=N2)C(N=CN3C)=C2C3=O	N1-methylinosine	N1-methylinosine				20245-33-4	513976	HMDB0002721		650095	Pos Early
100001412	400	35137	156155	Nucleotide	"Purine Metabolism, Guanine containing"	4225	NAMED	RSPURTUNRHNVGF-IOSLPCCCSA-N	O=C1C(N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)=C2N=C(N(C)C)N1	"N2,N2-dimethylguanosine"	"N2,N2-dimethylguanosine"				2140-67-2	83878	HMDB0004824		135501639	Pos Early
100001415	209	35157	126974	Nucleotide	"Purine Metabolism, Adenine containing"	4197	NAMED	UNUYMBPXEFMLNW-HZPYULPISA-N	OC(C)C(C(O)=O)NC(NC1=NC=NC2=C1N=CN2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)=O	N6-carbamoylthreonyladenosine	N6-carbamoylthreonyladenosine				24719-82-2	141829	HMDB0041623		161466	Neg
100001416	305	35172	147813	Nucleotide	"Pyrimidine Metabolism, Orotate containing"	4242	NAMED	FKCRAVPPBFWEJD-XVFCMESISA-N	O=C(C=C(C(O)=O)N1[C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)NC1=O	orotidine	orotidine				314-50-1	83729	HMDB0000788		92751	Polar
100001417	400	35126	156145	Peptide	Acetylated Peptides	1205	NAMED	JFLIEFSWGNOPJJ-JTQLQIEISA-N	O=C(CC1=CC=CC=C1)N[C@@H](CCC(N)=O)C(O)=O	phenylacetylglutamine	phenylacetylglutamine				28047-15-6	270643	HMDB0006344	C04148	92258	Pos Early
100001423	209	35527	127577	Xenobiotics	Benzoate Metabolism	4504	NAMED	ZMHLUFWWWPBTIU-UHFFFAOYSA-N	O=C(NCC(O)=O)C1=CC=C(O)C=C1	4-hydroxyhippurate	4-hydroxyhippurate				2482-25-9	133104	HMDB0013678		151012	Neg
100001425	209	61833	218435	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	4255	NAMED	ZPTBLXKRQACLCR-XVFCMESISA-N	OC[C@H]1O[C@@H](N2CCC(NC2=O)=O)[C@@H]([C@@H]1O)O	"5,6-dihydrouridine"	"5,6-dihydrouridine"				5627-05-4	85115	HMDB0000497		94312	Neg
100001426	209	62924	220780	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	4277	NAMED	YXNIEZJFCGTDKV-UHFFFAOYSA-N	OCC1C(O)C(O)C(N2C=CC(N(CCC(C(O)=O)N)C2=O)=O)O1	3-(3-amino-3-carboxypropyl)uridine*	3-(3-amino-3-carboxypropyl)uridine*				52745-94-5	149669			171198	Neg
100001429	209	34391	152504	Lipid	Monoacylglycerol	2880	NAMED	SVUQHVRAGMNPLW-UHFFFAOYSA-N	OCC(O)COC(CCCCCCCCCCCCCCCC)=O	1-margaroylglycerol (17:0)	1-margaroylglycerol (17:0)	MG 17:0	MG 17:0	MG 17:0/0:0/0:0	68002-72-2	96316			107036	Neg
100001431	209	47898	151551	Lipid	Monoacylglycerol	2877	NAMED	QSKPZDMBULYMDQ-UHFFFAOYSA-N	O=C(CCCCCCCCCCCCCC)OCC(O)CO	1-pentadecanoylglycerol (15:0)	1-pentadecanoylglycerol (15:0)	MG 15:0	MG 15:0	MG 15:0/0:0/0:0	104140-07-0	165667			190750	Neg
100001433	209	34397	126918	Lipid	Monoacylglycerol	2889	NAMED	DCPCOKIYJYGMDN-DOFZRALJSA-N	O=C(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OCC(O)CO	1-arachidonylglycerol (20:4)	1-arachidonylglycerol (20:4)	MG 20:4	MG 20:4	MG 20:4/0:0/0:0	35474-99-8	4445452	HMDB11578	C13857	"16019980,5282281"	Neg
100001435	209	34393	126910	Lipid	Monoacylglycerol	2884	NAMED	XQBHBEXBUZDCRY-QNEBEIHSSA-N	O=C(OCC(O)CO)CCCC\C=C/C\C=C/C\C=C/CCCCC	1-linolenoylglycerol (18:3)	1-linolenoylglycerol (18:3)	MG 18:3	MG 18:3	MG 18:3/0:0/0:0	124151-74-2	21403134	HMDB0011569		53480978	Neg
100001446	209	35136	128207	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	4257	NAMED	DWRXFEITVBNRMK-JXOAFFINSA-N	O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1N(C=C2C)C(NC2=O)=O	5-methyluridine (ribothymidine)	5-methyluridine (ribothymidine)				1463-10-1	393058	HMDB0000884		445408	Neg
100001449	209	35142	126972	Nucleotide	"Purine Metabolism, Adenine containing"	4173	NAMED	LNQVTSROQXJCDD-KQYNXXCUSA-N	NC1=NC=NC2=C1N=CN2[C@@]([C@@]([C@@]3(OP(O)(O)=O)[H])(O)[H])(O[C@](CO)3[H])[H]	adenosine 3'-monophosphate (3'-AMP)	3'-AMP				84-21-9	10463793	HMDB0003540	C01267	41211	Neg
100001456	400	35114	156140	Nucleotide	"Purine Metabolism, Guanine containing"	4219	NAMED	FZWGECJQACGGTI-UHFFFAOYSA-N	O=C1C(N2C)=C(N=C2)N=C(N)N1	7-methylguanine	7-methylguanine				578-76-7	10883	HMDB0000897	C02242	135398679	Pos Early
100001461	402	42398	159466	Lipid	Lysophospholipid	2692	NAMED	BBYWOYAFBUOUFP-JOCHJYFZSA-N	O=P(OCC[NH3+])([O-])OC[C@H](O)COC(CCCCCCCCCCCCCCCCC)=O	1-stearoyl-GPE (18:0)	1-stearoyl-GPE (18:0)	LPE 18:0	LPE 18:0	LPE 18:0/0:0	69747-55-3	7826018	HMDB0011130		9547068	Pos Late
100001466	400	35132	156151	Nucleotide	"Pyrimidine Metabolism, Cytidine containing"	4287	NAMED	RDPUKVRQKWBSPK-ZOQUXTDFSA-N	O[C@]([C@@]1(O)[H])([C@](O[C@](CO)1[H])([H])N2C=CC(N(C)C2=O)=N)[H]	3-methylcytidine	3-methylcytidine				21028-20-6	9164190	HMDB0240577		14237477	Pos Early
100001468	209	40469	143005	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	4357	NAMED	JLQSXXWTCJPCBC-UHFFFAOYSA-N	O=C(C1=C([H])N(C(C([H])=C1[H])=O)C([H])([H])[H])N([H])[H]	N1-methyl-2-pyridone-5-carboxamide	N1-methyl-2-pyridone-5-carboxamide				701-44-0	62899	HMDB0004193	C05842	69698	Neg
100001472	209	35174	126980	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1602	NAMED	UNSRRHDPHVZAHH-YOILPLPUSA-N	O=C(O)CCC\C=C/C/C=C\C/C=C\CCCCCCCC	mead acid (20:3n9)	mead acid (20:3n9)				20590-32-3	4471956	HMDB0010378		5312531	Neg
100001481	209	35153	128209	Lipid	Monoacylglycerol	2893	NAMED	JWPHORDRFVRZPP-KUBAVDMBSA-N	O=C(OCC(O)CO)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	1-docosahexaenoylglycerol (22:6)	1-docosahexaenoylglycerol (22:6)	MG 22:6	MG 22:6	MG 22:6/0:0/0:0		10477810	HMDB0011587		53480995	Neg
100001483	209	35103	151003	Lipid	Monoacylglycerol	2911	NAMED	QRBGFYBOCBYOSN-HZJYTTRNSA-N	O=C(OCC(O)CO)CCCCCCCCC\C=C/C/C=C\CCCCC	1-dihomo-linoleoylglycerol (20:2)	1-dihomo-linoleoylglycerol (20:2)	MG 20:2	MG 20:2	MG 20:2/0:0/0:0		21403143				Neg
100001501	402	35160	158710	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	1909	NAMED	IPOLTUVFXFHAHI-WHIOSMTNSA-N	[O-]C(C[C@@H](OC(CCCCCCC/C=C\CCCCCCCC)=O)C[N+](C)(C)C)=O	oleoylcarnitine (C18:1)	oleoylcarnitine (C18:1)				38677-66-6	21403150	HMDB0005065		6441392	Pos Late
100001509	400	45095	157090	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	403	NAMED	IHCPDBBYTYJYIL-UHFFFAOYSA-N	CCC(C)C(OC(CC([O-])=O)C[N+](C)(C)C)=O	2-methylbutyrylcarnitine (C5)	2-methylbutyrylcarnitine (C5)				31023-25-3	4932320	HMDB0000378		6426901	Pos Early
100001510	209	32553	143728	Amino Acid	Tyrosine Metabolism	196	NAMED	CTYRPMDGLDAWRQ-UHFFFAOYSA-N	OS(OC1=CC=CC=C1)(=O)=O	phenol sulfate	phenol sulfate				937-34-8	67018	HMDB0060015	C02180	74426	Neg
100001527	209	35436	128227	Lipid	Fatty Acid Metabolism (Acyl Glycine)	1828	NAMED	UPCKIPHSXMXJOX-UHFFFAOYSA-N	O=C(O)CNC(CCCCC)=O	hexanoylglycine	hexanoylglycine (C6)				24003-67-6	89859	HMDB0000701		99463	Neg
100001540	400	46225	157124	Amino Acid	Glutamate Metabolism	72	NAMED		O=C(C(CCC#N)N)O	2-amino-4-cyanobutanoate	2-amino-4-cyanobutanoate				2353-44-8					Pos Early
100001551	402	33228	158552	Lipid	Lysophospholipid	2658	NAMED	LAXQYRRMGGEGOH-JXRLJXCWSA-N	C[N+](C)(C)CCOP(OC[C@@](O)([H])COC(CCC\C=C/C\C=C/C/C=C\C/C=C\CCCCC)=O)([O-])=O	1-arachidonoyl-GPC (20:4n6)*	1-arachidonoyl-GPC (20:4n6)*	LPC 20:4	"LPC 20:4(5,8,11,14)"	LPC 20:4/0:0		21403155	HMDB0010395	C05208	24779476	Pos Late
100001552	402	33821	158575	Lipid	Lysophospholipid	2653	NAMED	BBNHCUBQEQJHIG-FZZJNMCHSA-N	C[N+](C)(C)CCOP(OC[C@@](O)([H])COC(CCCCCC\C=C/C/C=C\C/C=C\CCCCC)=O)([O-])=O	1-dihomo-linolenoyl-GPC (20:3n3 or 6)*	1-dihomo-linolenoyl-GPC (20:3n3 or 6)*	LPC 20:3	LPC 20:3	LPC 20:3/0:0		21403156	HMDB0010394		52924055	Pos Late
100001554	402	35256	158722	Lipid	Lysophospholipid	2656	NAMED	IGJKYDBBINVMLH-JXRLJXCWSA-N	OC[C@](OC(CCC\C=C/C\C=C/C/C=C\C/C=C\CCCCC)=O)([H])COP(OCC[N+](C)(C)C)([O-])=O	2-arachidonoyl-GPC (20:4)*	2-arachidonoyl-GPC (20:4)*	LPC 20:4	LPC 20:4	LPC 0:0/20:4		21403158	HMDB0061699		52924038	Pos Late
100001557	402	35257	158723	Lipid	Lysophospholipid	2640	NAMED	LSUXCWJOIAWGOU-YMVLYFQPSA-N	OC[C@H](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O	2-linoleoyl-GPC (18:2)*	2-linoleoyl-GPC (18:2)*	LPC 18:2	LPC 18:2	LPC 0:0/18:2		21403160	HMDB0061700		71768169	Pos Late
100001562	402	35253	158720	Lipid	Lysophospholipid	2624	NAMED	NEGQHKSYEYVFTD-HSZRJFAPSA-N	OC[C@](OC(CCCCCCCCCCCCCCC)=O)([H])COP(OCC[N+](C)(C)C)([O-])=O	2-palmitoyl-GPC (16:0)*	2-palmitoyl-GPC (16:0)*	LPC 16:0	LPC 16:0	LPC 0:0/16:0		21403165	HMDB0061702		15061532	Pos Late
100001566	402	33822	158576	Lipid	Lysophospholipid	2668	NAMED	LSOWKZULVQWMLY-FQPBCZPISA-N	C[N+](C)(C)CCOP(OC[C@](O)([H])COC(CC\C=C/C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)([O-])=O	1-docosahexaenoyl-GPC (22:6)*	1-docosahexaenoyl-GPC (22:6)*	LPC 22:6	LPC 22:6	LPC 22:6/0:0		21403169	HMDB0010404		10415542	Pos Late
100001567	402	35631	158748	Lipid	Lysophospholipid	2685	NAMED	YVYMBNSKXOXSKW-HXUWFJFHSA-N	O=P(OCC[NH3+])([O-])OC[C@H](O)COC(CCCCCCCCCCCCCCC)=O	1-palmitoyl-GPE (16:0)	1-palmitoyl-GPE (16:0)	LPE 16:0	LPE 16:0	LPE 16:0/0:0	53862-35-4	7826019	HMDB0011503		9547069	Pos Late
100001569	402	35628	158745	Lipid	Lysophospholipid	2694	NAMED	PYVRVRFVLRNJLY-MZMPXXGTSA-N	O=P(OCC[NH3+])([O-])OC[C@H](O)COC(CCCCCCC\C=C/CCCCCCCC)=O	1-oleoyl-GPE (18:1)	1-oleoyl-GPE (18:1)	LPE 18:1	LPE 18:1	LPE 18:1/0:0	89576-29-4	7826021	HMDB0011506		9547071	Pos Late
100001570	209	32635	142533	Lipid	Lysophospholipid	2696	NAMED	DBHKHNGBVGWQJE-HZJYTTRNSA-N	O=P(OCC(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(O)OCCN	1-linoleoyl-GPE (18:2)*	1-linoleoyl-GPE (18:2)*	LPE 18:2	LPE 18:2	LPE 18:2/0:0		21403170	HMDB0011507		52925130	Neg
100001571	209	35186	142521	Lipid	Lysophospholipid	2709	NAMED	ROPRRXYVXLDXQO-XSQXPFHXSA-N	NCCOP(OC[C@@](O)([H])COC(CCC\C=C/C\C=C/C/C=C\C/C=C\CCCCC)=O)(O)=O	1-arachidonoyl-GPE (20:4n6)*	1-arachidonoyl-GPE (20:4n6)*	LPE 20:4	"LPE 20:4(5,8,11,14)"	"LPE 20:4(5,8,11,14)/0:0"		21403171	HMDB0011517		42607465	Neg
100001580	209	37478	127695	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1599	NAMED	AVKOENOBFIYBSA-WMPRHZDHSA-N	OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O	docosapentaenoate (n6 DPA; 22:5n6)	docosapentaenoate (n6 DPA; 22:5n6)				25182-74-5	4945614	HMDB0001976	C16513	6441454	Neg
100001585	209	52312	164341	Carbohydrate	Nucleotide Sugar	1414	NAMED	AIQDYKMWENWVQJ-WAXACMCWSA-N	O[C@H]1[C@H](OP(O)(O)=O)O[C@H]([C@](O)=O)[C@@H](O)[C@@H]1O	glucuronate 1-phosphate*	glucuronate 1-phosphate*				13168-11-1	21403173	HMDB0003976	C05385	16126791	Neg
100001586	305	46957	148205	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	4391	NAMED	RGHNJXZEOKUKBD-NRXMZTRTSA-N	OC([C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO)=O	gulonate*	gulonate*				20246-53-1	7969943	HMDB0003290	C00800	152304	Polar
100001594	400	35433	156184	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	370	NAMED	IGLHHSKNBDXCEY-UHFFFAOYSA-N	[O-]C(CC(C[N+](C)(C)C)OC(CC(O)(C)C)=O)=O	beta-hydroxyisovaleroylcarnitine	beta-hydroxyisovaleroylcarnitine				99159-87-2	21403176				Pos Early
100001597	400	35428	156182	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	406	NAMED	WURBQCVBQNMUQT-RMKNXTFCSA-N	[O-]C(CC(C[N+](C)(C)C)OC(/C(C)=C/C)=O)=O	tiglylcarnitine (C5:1-DC)	tiglyl carnitine (C5)				64191-86-2	17216200	HMDB0002366		22833596	Pos Early
100001605	209	35320	143730	Xenobiotics	Benzoate Metabolism	4533	NAMED	MZPWKJZDOCIALD-UHFFFAOYSA-N	O=S(OC1=C(O)C=CC=C1)(O)=O	catechol sulfate	catechol sulfate				4918-96-1	2341024	HMDB0059724		3083879	Neg
100001606	305	35324	238705	Lipid	Sterol	3221	NAMED	BHYOQNUELFTYRT-UHFFFAOYSA-N	CC1(C2C(C)CCCC(C)C)C(CC2)C(CC=C3C4(CCC(OS(=O)(O)=O)C3)C)C4CC1	cholesterol sulfate	cholesterol sulfate				2864-50-8	4371550	"HMDB00653,HMDB0000653"	C18043	65076	Polar
100001613	209	35669	128271	Lipid	"Fatty Acid, Dicarboxylate"	1714	NAMED	HQHCYKULIHKCEB-UHFFFAOYSA-N	O=C(O)CCCCCCCCCCCCC(O)=O	tetradecanedioate (C14-DC)	tetradecanedioate (C14)				821-38-5	12630	HMDB0000872		13185	Neg
100001618	209	35625	128233	Lipid	Monoacylglycerol	2875	NAMED	DCBSHORRWZKAKO-UHFFFAOYSA-N	O=C(CCCCCCCCCCCCC)OCC(O)CO	1-myristoylglycerol (14:0)	1-myristoylglycerol (14:0)	MG 14:0	MG 14:0	MG 14:0/0:0/0:0	75685-84-6	71382	HMDB0011561	C01885	10957631	Neg
100001619	305	48857	160476	Lipid	Glycerolipid Metabolism	2873	NAMED	LLCSXHMJULHSJN-UHFFFAOYSA-N	OC(CO)COP(O)(OCC(CO)O)=O	glycerophosphoglycerol	glycerophosphoglycerol					388990	HMDB0240316	C03274	54575349	Polar
100001620	305	37455	146982	Lipid	Phospholipid Metabolism	2263	NAMED	JZNWSCPGTDBMEW-UHFFFAOYSA-N	O=P(OCCN)(O)OCC(CO)O	glycerophosphoethanolamine	glycerophosphoethanolamine				33049-08-0	110410	HMDB0000114	C01233	123874	Polar
100001621	305	47155	148603	Lipid	Phospholipid Metabolism	2265	NAMED	BMVUIWJCUQSHLZ-GFSNQTMESA-N	[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(OC[C@@]([H])(CO)O)=O)([C@]1(O)[H])[H])O	glycerophosphoinositol*	glycerophosphoinositol*				16824-65-0				167572	Polar
100001628	305	35649	147821	Carbohydrate	Pentose Phosphate Pathway	1275	NAMED	JDTUMPKOJBQPKX-UHFFFAOYSA-N	OP(OCC(C(C(C(C(CO)=O)O)O)O)O)(O)=O	sedoheptulose-7-phosphate	sedoheptulose-7-phosphate				2646-35-7	596	HMDB0001068	C05382	616	Polar
100001651	209	45455	142789	Lipid	Lysophospholipid	2695	NAMED	NOVZJYYJYIFXJC-MZMPXXGTSA-N	OC[C@@H](OC(CCCCCCC\C=C/CCCCCCCC)=O)COP(OCC[NH3+])([O-])=O	2-oleoyl-GPE (18:1)*	2-oleoyl-GPE (18:1)*	LPE 18:1	LPE 18:1	LPE 0:0/18:1			HMDB11476			Neg
100001655	209	35305	146820	Lipid	Lysophospholipid	2740	NAMED	UOXRPRZMAROFPH-AQFLIPHUSA-N	[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(OC[C@@]([H])(COC(CCCCCCCCCCCCCCC)=O)O)=O)([C@]1(O)[H])[H])O	1-palmitoyl-GPI (16:0)	1-palmitoyl-GPI (16:0)	LPI 16:0	LPI 16:0	LPI 16:0/0:0			HMDB0061695		71296207	Neg
100001662	400	36747	156251	Lipid	Carnitine Metabolism	1954	NAMED	JHPNVNIEXXLNTR-UHFFFAOYSA-N	C[N+](C)(C)CCCC([O-])=O	deoxycarnitine	deoxycarnitine				6249-56-5	705	HMDB0001161	C01181	22620	Pos Early
100001664	400	48130	157709	Nucleotide	"Purine Metabolism, Adenine containing"	4207	NAMED	VKGZCEJTCKHMRL-UHFFFAOYSA-N	OCC(O1)C(O)C(O)C1N2C=NC3=C(NC(CC(O)=O)C(O)=O)N=CN=C32	N6-succinyladenosine	N6-succinyladenosine				4542-23-8		HMDB0000912		165243	Pos Early
100001668	400	61868	218616	Amino Acid	Histidine Metabolism	99	NAMED	AHPWEWASPTZMEK-UHFFFAOYSA-N	OCC(O1)C(O)C(O)C1N2C=NC(CC(O)=O)=C2	1-ribosyl-imidazoleacetate*	1-ribosyl-imidazoleacetate*				29605-99-0	4292299	HMDB0002331	C05131	440569	Pos Early
100001694	209	36815	128305	Nucleotide	"Purine Metabolism, Adenine containing"	4174	NAMED	QDFHPFSBQFLLSW-KQYNXXCUSA-N	NC1=NC=NC2=C1N=CN2[C@@]3([H])[C@@](OP(O)(O)=O)([H])[C@@](O)([H])[C@](CO)([H])O3	adenosine 2'-monophosphate (2'-AMP)	2'-AMP				130-49-4		HMDB0011617	C00946	94136	Neg
100001734	305	36752	147825	Amino Acid	Lysine Metabolism	110	NAMED	DTERQYGMUDWYAZ-ZETCQYMHSA-N	N[C@@H](CCCCNC(C)=O)C(O)=O	N6-acetyllysine	N6-acetyllysine				692-04-6	83801	HMDB0000206	C02727	92832	Polar
100001739	209	35718	143707	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1595	NAMED	AHANXAKGNAKFSK-PDBXOOCHSA-N	CC\C=C/C\C=C/C\C=C/CCCCCCCCCC(O)=O	dihomo-linolenate (20:3n3 or n6)	dihomolinolenate (20:3n3 or 3n6)				17046-59-2	4471954	HMDB0002925	C03242	5280581	Neg
100001740	305	46142	146560	Carbohydrate	"Fructose, Mannose and Galactose Metabolism"	1370	NAMED	FBPFZTCFMRRESA-UHFFFAOYSA-N	OCC(O)C(O)C(O)C(O)CO	mannitol/sorbitol	mannitol/sorbitol					440	"HMDB0000247,HMDB0000765"	"C00392,C00794"	"5780,6251"	Polar
100001743	400	37097	156317	Amino Acid	Tryptophan Metabolism	270	NAMED	AOHCBEAZXHZMOR-ZDUSSCGKSA-N	O=C([O-])[C@@H]([N@+](C)(C)C)CC1=CNC2=C1C=CC=C2	tryptophan betaine	tryptophan betaine				20671-76-5	390633	HMDB0061115	C09213	442106	Pos Early
100001755	209	36098	144223	Xenobiotics	Benzoate Metabolism	4560	NAMED	IETVQHUKTKKBFF-UHFFFAOYSA-N	O=S(OC1=CC=C(C=C)C=C1)(O)=O	4-vinylphenol sulfate	4-vinylphenol sulfate				2628-17-3	4932200	HMDB0062775	C05627	6426766	Neg
100001756	209	36099	144224	Xenobiotics	Benzoate Metabolism	4558	NAMED	DWZGLEPNCRFCEP-UHFFFAOYSA-N	O=S(OC1=CC=C(CC)C=C1)(O)=O	4-ethylphenylsulfate	4-ethylphenyl sulfate				123-07-9		HMDB0062551	C13637	20822574	Neg
100001767	400	48428	157775	Xenobiotics	Food Component/Plant	5153	NAMED	VTYFITADLSVOAS-UHFFFAOYSA-N	NC(C(O)=O)CCCCN1C(C=O)=CC=C1CO	pyrraline	pyrraline				74509-14-1	19980286	HMDB0033143	C21013	14274616	Pos Early
100001768	400	36713	156246	Carbohydrate	Advanced Glycation End-product	1454	NAMED	NUXSIDPKKIEIMI-UHFFFAOYSA-N	OC(CNCCCCC(C(O)=O)N)=O	N6-carboxymethyllysine	N6-carboxymethyllysine				5746-04-3	11217184	HMDB0240347		123800	Pos Early
